id,name,segment,balance
585,"Customer#000000585",MACHINERY,7820.26
586,"Customer#000000586",AUTOMOBILE,5134.35
587,"Customer#000000587",AUTOMOBILE,7077.79
588,"Customer#000000588",FURNITURE,483.89
589,"Customer#000000589",FURNITURE,1647.05
590,"Customer#000000590",MACHINERY,3993.54
591,"Customer#000000591",MACHINERY,6344.66
592,"Customer#000000592",BUILDING,9712.75
593,"Customer#000000593",AUTOMOBILE,233.51
594,"Customer#000000594",HOUSEHOLD,6518.42
595,"Customer#000000595",HOUSEHOLD,4177.17
596,"Customer#000000596",MACHINERY,1722.88
597,"Customer#000000597",AUTOMOBILE,2443.52
598,"Customer#000000598",FURNITURE,3244.78
599,"Customer#000000599",HOUSEHOLD,6004.52
600,"Customer#000000600",HOUSEHOLD,2003.44
601,"Customer#000000601",BUILDING,9768.21
602,"Customer#000000602",BUILDING,8404.9
603,"Customer#000000603",AUTOMOBILE,8161.13
604,"Customer#000000604",HOUSEHOLD,3195.96
605,"Customer#000000605",HOUSEHOLD,-549.73
606,"Customer#000000606",AUTOMOBILE,9676.98
607,"Customer#000000607",FURNITURE,4038.45
608,"Customer#000000608",BUILDING,2256.36
609,"Customer#000000609",FURNITURE,3651.06
610,"Customer#000000610",BUILDING,3374.92
611,"Customer#000000611",HOUSEHOLD,4272.43
612,"Customer#000000612",HOUSEHOLD,7669.16
613,"Customer#000000613",AUTOMOBILE,6679.75
614,"Customer#000000614",FURNITURE,9630.24
615,"Customer#000000615",BUILDING,-482.48
616,"Customer#000000616",FURNITURE,6898.65
617,"Customer#000000617",HOUSEHOLD,3625.93
618,"Customer#000000618",HOUSEHOLD,-932.38
619,"Customer#000000619",FURNITURE,2336.99
620,"Customer#000000620",AUTOMOBILE,5795.15
621,"Customer#000000621",HOUSEHOLD,3164.28
622,"Customer#000000622",FURNITURE,5974.11
623,"Customer#000000623",BUILDING,7887.6
624,"Customer#000000624",MACHINERY,3907.11
625,"Customer#000000625",FURNITURE,5744.89
626,"Customer#000000626",FURNITURE,5447.12
627,"Customer#000000627",FURNITURE,5826.68
628,"Customer#000000628",FURNITURE,4954.25
629,"Customer#000000629",AUTOMOBILE,5100.77
630,"Customer#000000630",HOUSEHOLD,3649.05
631,"Customer#000000631",MACHINERY,2603.0
632,"Customer#000000632",MACHINERY,-487.92
633,"Customer#000000633",HOUSEHOLD,3385.52
634,"Customer#000000634",FURNITURE,6397.58
635,"Customer#000000635",AUTOMOBILE,8216.79
636,"Customer#000000636",FURNITURE,3660.47
637,"Customer#000000637",HOUSEHOLD,7511.17
638,"Customer#000000638",HOUSEHOLD,2258.4
639,"Customer#000000639",MACHINERY,4899.15
640,"Customer#000000640",HOUSEHOLD,3025.84
641,"Customer#000000641",AUTOMOBILE,339.49
642,"Customer#000000642",AUTOMOBILE,5684.01
643,"Customer#000000643",FURNITURE,5184.7
644,"Customer#000000644",HOUSEHOLD,6183.15
645,"Customer#000000645",BUILDING,1146.49
646,"Customer#000000646",HOUSEHOLD,6074.42
647,"Customer#000000647",BUILDING,-132.97
648,"Customer#000000648",FURNITURE,7029.24
649,"Customer#000000649",BUILDING,9442.55
650,"Customer#000000650",AUTOMOBILE,2086.91
651,"Customer#000000651",HOUSEHOLD,4716.31
652,"Customer#000000652",AUTOMOBILE,-919.65
653,"Customer#000000653",BUILDING,7307.55
654,"Customer#000000654",AUTOMOBILE,1067.04
655,"Customer#000000655",FURNITURE,1724.68
656,"Customer#000000656",AUTOMOBILE,-390.09
657,"Customer#000000657",FURNITURE,8729.97
658,"Customer#000000658",HOUSEHOLD,4716.68
659,"Customer#000000659",HOUSEHOLD,5297.68
660,"Customer#000000660",MACHINERY,2110.3
661,"Customer#000000661",HOUSEHOLD,1735.44
662,"Customer#000000662",BUILDING,4517.33
663,"Customer#000000663",AUTOMOBILE,9698.21
664,"Customer#000000664",BUILDING,8878.22
665,"Customer#000000665",BUILDING,-616.79
666,"Customer#000000666",AUTOMOBILE,4538.54
667,"Customer#000000667",AUTOMOBILE,3288.76
668,"Customer#000000668",FURNITURE,8184.21
669,"Customer#000000669",MACHINERY,6019.2
670,"Customer#000000670",BUILDING,6738.93
671,"Customer#000000671",FURNITURE,3227.87
672,"Customer#000000672",BUILDING,7778.95
673,"Customer#000000673",MACHINERY,3942.58
674,"Customer#000000674",BUILDING,7889.64
675,"Customer#000000675",HOUSEHOLD,5295.26
676,"Customer#000000676",HOUSEHOLD,5527.61
677,"Customer#000000677",AUTOMOBILE,5582.63
678,"Customer#000000678",AUTOMOBILE,6302.93
679,"Customer#000000679",AUTOMOBILE,1394.44
680,"Customer#000000680",AUTOMOBILE,4366.23
681,"Customer#000000681",MACHINERY,235.53
682,"Customer#000000682",AUTOMOBILE,7420.6
683,"Customer#000000683",MACHINERY,9120.93
684,"Customer#000000684",HOUSEHOLD,8545.9
685,"Customer#000000685",MACHINERY,2039.84
686,"Customer#000000686",HOUSEHOLD,5503.36
687,"Customer#000000687",FURNITURE,4999.31
688,"Customer#000000688",HOUSEHOLD,3354.47
689,"Customer#000000689",MACHINERY,1481.24
690,"Customer#000000690",HOUSEHOLD,103.45
691,"Customer#000000691",MACHINERY,9566.15
692,"Customer#000000692",AUTOMOBILE,276.71
693,"Customer#000000693",AUTOMOBILE,6577.21
694,"Customer#000000694",BUILDING,2222.65
695,"Customer#000000695",FURNITURE,9126.54
696,"Customer#000000696",HOUSEHOLD,3778.97
697,"Customer#000000697",AUTOMOBILE,8121.84
698,"Customer#000000698",BUILDING,2894.22
699,"Customer#000000699",HOUSEHOLD,-809.22
700,"Customer#000000700",MACHINERY,4367.53
701,"Customer#000000701",FURNITURE,148.98
702,"Customer#000000702",FURNITURE,4782.05
703,"Customer#000000703",AUTOMOBILE,3998.42
704,"Customer#000000704",AUTOMOBILE,441.44
705,"Customer#000000705",BUILDING,3199.0
706,"Customer#000000706",AUTOMOBILE,6496.08
707,"Customer#000000707",FURNITURE,2619.52
708,"Customer#000000708",BUILDING,2297.33
709,"Customer#000000709",BUILDING,-867.94
710,"Customer#000000710",FURNITURE,7412.12
711,"Customer#000000711",MACHINERY,9591.51
712,"Customer#000000712",BUILDING,8667.09
713,"Customer#000000713",MACHINERY,3829.03
714,"Customer#000000714",BUILDING,2438.1
715,"Customer#000000715",AUTOMOBILE,85.05
716,"Customer#000000716",AUTOMOBILE,8364.99
717,"Customer#000000717",MACHINERY,8510.94
718,"Customer#000000718",HOUSEHOLD,8438.4
719,"Customer#000000719",HOUSEHOLD,-774.47
720,"Customer#000000720",HOUSEHOLD,5357.32
721,"Customer#000000721",AUTOMOBILE,3420.64
722,"Customer#000000722",BUILDING,2724.8
723,"Customer#000000723",BUILDING,738.57
724,"Customer#000000724",AUTOMOBILE,3035.29
725,"Customer#000000725",FURNITURE,5030.24
726,"Customer#000000726",BUILDING,6253.81
727,"Customer#000000727",FURNITURE,807.37
728,"Customer#000000728",BUILDING,4349.73
729,"Customer#000000729",MACHINERY,8947.26
730,"Customer#000000730",AUTOMOBILE,4718.23
731,"Customer#000000731",MACHINERY,9311.17
732,"Customer#000000732",BUILDING,4830.51
733,"Customer#000000733",HOUSEHOLD,4351.09
734,"Customer#000000734",AUTOMOBILE,9750.71
735,"Customer#000000735",BUILDING,293.88
736,"Customer#000000736",MACHINERY,9114.68
737,"Customer#000000737",AUTOMOBILE,2501.74
738,"Customer#000000738",MACHINERY,2734.95
739,"Customer#000000739",HOUSEHOLD,6344.18
740,"Customer#000000740",BUILDING,1733.76
741,"Customer#000000741",HOUSEHOLD,9195.41
742,"Customer#000000742",HOUSEHOLD,6381.24
743,"Customer#000000743",HOUSEHOLD,8450.37
744,"Customer#000000744",HOUSEHOLD,2458.81
745,"Customer#000000745",FURNITURE,7115.14
746,"Customer#000000746",MACHINERY,1164.46
747,"Customer#000000747",FURNITURE,67.95
748,"Customer#000000748",AUTOMOBILE,6959.09
749,"Customer#000000749",MACHINERY,7491.42
750,"Customer#000000750",BUILDING,269.9
751,"Customer#000000751",FURNITURE,2130.98
752,"Customer#000000752",MACHINERY,8363.66
753,"Customer#000000753",HOUSEHOLD,8114.44
754,"Customer#000000754",BUILDING,-566.86
755,"Customer#000000755",HOUSEHOLD,7631.94
756,"Customer#000000756",AUTOMOBILE,8116.99
757,"Customer#000000757",AUTOMOBILE,9334.82
758,"Customer#000000758",HOUSEHOLD,6352.14
759,"Customer#000000759",FURNITURE,3477.59
760,"Customer#000000760",BUILDING,2883.24
761,"Customer#000000761",BUILDING,1525.96
762,"Customer#000000762",FURNITURE,3764.9
763,"Customer#000000763",BUILDING,2650.27
764,"Customer#000000764",MACHINERY,2061.45
765,"Customer#000000765",AUTOMOBILE,5683.33
766,"Customer#000000766",BUILDING,4677.55
767,"Customer#000000767",BUILDING,7647.09
768,"Customer#000000768",BUILDING,9618.84
769,"Customer#000000769",HOUSEHOLD,5950.86
770,"Customer#000000770",AUTOMOBILE,2066.79
771,"Customer#000000771",AUTOMOBILE,7461.74
772,"Customer#000000772",MACHINERY,7555.16
773,"Customer#000000773",FURNITURE,4578.24
774,"Customer#000000774",HOUSEHOLD,-506.37
775,"Customer#000000775",BUILDING,1376.67
776,"Customer#000000776",AUTOMOBILE,2669.01
777,"Customer#000000777",AUTOMOBILE,9097.52
778,"Customer#000000778",MACHINERY,52.43
779,"Customer#000000779",HOUSEHOLD,-902.48
780,"Customer#000000780",FURNITURE,9874.12
781,"Customer#000000781",MACHINERY,6403.62
782,"Customer#000000782",AUTOMOBILE,-326.32
783,"Customer#000000783",FURNITURE,2436.32
784,"Customer#000000784",BUILDING,3170.47
785,"Customer#000000785",BUILDING,108.14
786,"Customer#000000786",MACHINERY,400.03
787,"Customer#000000787",AUTOMOBILE,212.16
788,"Customer#000000788",FURNITURE,-330.69
789,"Customer#000000789",BUILDING,6038.6
790,"Customer#000000790",BUILDING,2724.98
791,"Customer#000000791",HOUSEHOLD,3694.81
792,"Customer#000000792",AUTOMOBILE,1672.46
793,"Customer#000000793",BUILDING,2072.99
794,"Customer#000000794",FURNITURE,1709.5
795,"Customer#000000795",HOUSEHOLD,8443.18
796,"Customer#000000796",HOUSEHOLD,2584.23
797,"Customer#000000797",HOUSEHOLD,3063.11
798,"Customer#000000798",HOUSEHOLD,-391.13
799,"Customer#000000799",MACHINERY,2263.25
800,"Customer#000000800",AUTOMOBILE,9443.39
801,"Customer#000000801",FURNITURE,5207.32
802,"Customer#000000802",BUILDING,1377.52
803,"Customer#000000803",BUILDING,6003.09
804,"Customer#000000804",AUTOMOBILE,3.43
805,"Customer#000000805",BUILDING,511.69
806,"Customer#000000806",FURNITURE,6859.28
807,"Customer#000000807",MACHINERY,1929.89
808,"Customer#000000808",BUILDING,5561.93
809,"Customer#000000809",HOUSEHOLD,-594.23
810,"Customer#000000810",FURNITURE,9632.77
811,"Customer#000000811",BUILDING,9010.02
812,"Customer#000000812",BUILDING,3428.67
813,"Customer#000000813",HOUSEHOLD,5673.47
814,"Customer#000000814",BUILDING,4011.18
815,"Customer#000000815",HOUSEHOLD,5841.33
816,"Customer#000000816",BUILDING,9239.32
817,"Customer#000000817",MACHINERY,7297.64
818,"Customer#000000818",BUILDING,-574.39
819,"Customer#000000819",MACHINERY,2152.05
820,"Customer#000000820",AUTOMOBILE,-614.28
821,"Customer#000000821",FURNITURE,2691.42
822,"Customer#000000822",BUILDING,736.47
823,"Customer#000000823",AUTOMOBILE,738.79
824,"Customer#000000824",AUTOMOBILE,6840.29
825,"Customer#000000825",HOUSEHOLD,1809.01
826,"Customer#000000826",BUILDING,8938.14
827,"Customer#000000827",HOUSEHOLD,5411.2
828,"Customer#000000828",BUILDING,7059.68
829,"Customer#000000829",MACHINERY,4086.56
830,"Customer#000000830",AUTOMOBILE,7775.65
831,"Customer#000000831",AUTOMOBILE,3401.49
832,"Customer#000000832",HOUSEHOLD,-201.49
833,"Customer#000000833",FURNITURE,-526.14
834,"Customer#000000834",MACHINERY,-976.25
835,"Customer#000000835",BUILDING,2106.81
836,"Customer#000000836",FURNITURE,9184.72
837,"Customer#000000837",BUILDING,2701.29
838,"Customer#000000838",AUTOMOBILE,1605.76
839,"Customer#000000839",HOUSEHOLD,2924.78
840,"Customer#000000840",AUTOMOBILE,6799.0
841,"Customer#000000841",FURNITURE,884.2
842,"Customer#000000842",FURNITURE,8635.49
843,"Customer#000000843",HOUSEHOLD,675.73
844,"Customer#000000844",BUILDING,2954.9
845,"Customer#000000845",AUTOMOBILE,6898.89
846,"Customer#000000846",MACHINERY,7650.73
847,"Customer#000000847",HOUSEHOLD,4822.08
848,"Customer#000000848",BUILDING,5685.59
849,"Customer#000000849",MACHINERY,9670.64
850,"Customer#000000850",FURNITURE,7576.55
851,"Customer#000000851",FURNITURE,1144.23
852,"Customer#000000852",AUTOMOBILE,1098.98
853,"Customer#000000853",MACHINERY,-444.73
854,"Customer#000000854",AUTOMOBILE,3393.86
855,"Customer#000000855",BUILDING,3550.49
856,"Customer#000000856",FURNITURE,6988.55
857,"Customer#000000857",AUTOMOBILE,7537.16
858,"Customer#000000858",BUILDING,-829.37
859,"Customer#000000859",BUILDING,6737.18
860,"Customer#000000860",BUILDING,6836.89
861,"Customer#000000861",BUILDING,-336.8
862,"Customer#000000862",MACHINERY,2338.92
863,"Customer#000000863",AUTOMOBILE,5274.52
864,"Customer#000000864",AUTOMOBILE,8932.76
865,"Customer#000000865",BUILDING,3016.38
866,"Customer#000000866",FURNITURE,6265.88
867,"Customer#000000867",FURNITURE,5680.23
868,"Customer#000000868",FURNITURE,7616.48
869,"Customer#000000869",HOUSEHOLD,1228.06
870,"Customer#000000870",BUILDING,1970.76
871,"Customer#000000871",HOUSEHOLD,-395.89
872,"Customer#000000872",BUILDING,-858.61
873,"Customer#000000873",AUTOMOBILE,-797.38
874,"Customer#000000874",AUTOMOBILE,5391.74
875,"Customer#000000875",FURNITURE,-949.28
876,"Customer#000000876",MACHINERY,4367.63
877,"Customer#000000877",MACHINERY,1755.33
878,"Customer#000000878",FURNITURE,8781.53
879,"Customer#000000879",HOUSEHOLD,2235.2
880,"Customer#000000880",FURNITURE,-77.63
881,"Customer#000000881",FURNITURE,2141.71
882,"Customer#000000882",HOUSEHOLD,1650.12
883,"Customer#000000883",FURNITURE,479.96
884,"Customer#000000884",FURNITURE,1601.6
885,"Customer#000000885",HOUSEHOLD,-959.94
886,"Customer#000000886",AUTOMOBILE,1194.33
887,"Customer#000000887",MACHINERY,7009.42
888,"Customer#000000888",HOUSEHOLD,6358.04
889,"Customer#000000889",FURNITURE,3635.35
890,"Customer#000000890",BUILDING,3329.21
891,"Customer#000000891",FURNITURE,6032.18
892,"Customer#000000892",FURNITURE,4799.98
893,"Customer#000000893",BUILDING,8250.87
894,"Customer#000000894",AUTOMOBILE,4483.42
895,"Customer#000000895",AUTOMOBILE,904.43
896,"Customer#000000896",AUTOMOBILE,7659.72
897,"Customer#000000897",MACHINERY,1999.42
898,"Customer#000000898",AUTOMOBILE,8137.24
899,"Customer#000000899",FURNITURE,8605.53
900,"Customer#000000900",BUILDING,3195.39
901,"Customer#000000901",HOUSEHOLD,938.35
902,"Customer#000000902",AUTOMOBILE,5858.48
903,"Customer#000000903",FURNITURE,509.23
904,"Customer#000000904",BUILDING,9562.82
905,"Customer#000000905",BUILDING,-600.73
906,"Customer#000000906",HOUSEHOLD,-613.45
907,"Customer#000000907",HOUSEHOLD,5751.31
908,"Customer#000000908",AUTOMOBILE,3215.96
909,"Customer#000000909",MACHINERY,5565.58
910,"Customer#000000910",BUILDING,5794.69
911,"Customer#000000911",BUILDING,6364.6
912,"Customer#000000912",FURNITURE,3861.36
913,"Customer#000000913",FURNITURE,6935.16
914,"Customer#000000914",MACHINERY,1230.79
915,"Customer#000000915",AUTOMOBILE,3776.53
916,"Customer#000000916",MACHINERY,130.59
917,"Customer#000000917",HOUSEHOLD,3679.65
918,"Customer#000000918",MACHINERY,-155.06
919,"Customer#000000919",MACHINERY,9774.97
920,"Customer#000000920",HOUSEHOLD,990.58
921,"Customer#000000921",HOUSEHOLD,3651.09
922,"Customer#000000922",BUILDING,3869.25
923,"Customer#000000923",HOUSEHOLD,7462.2
924,"Customer#000000924",BUILDING,4212.53
925,"Customer#000000925",AUTOMOBILE,1939.39
926,"Customer#000000926",AUTOMOBILE,274.5
927,"Customer#000000927",MACHINERY,2417.65
928,"Customer#000000928",HOUSEHOLD,8330.7
929,"Customer#000000929",MACHINERY,4079.18
930,"Customer#000000930",FURNITURE,4787.2
931,"Customer#000000931",BUILDING,2409.69
932,"Customer#000000932",BUILDING,6553.37
933,"Customer#000000933",MACHINERY,8541.16
934,"Customer#000000934",AUTOMOBILE,-592.69
935,"Customer#000000935",MACHINERY,2531.25
936,"Customer#000000936",MACHINERY,3650.9
937,"Customer#000000937",AUTOMOBILE,668.51
938,"Customer#000000938",BUILDING,2584.52
939,"Customer#000000939",FURNITURE,8059.51
940,"Customer#000000940",AUTOMOBILE,253.59
941,"Customer#000000941",FURNITURE,2990.18
942,"Customer#000000942",HOUSEHOLD,5898.17
943,"Customer#000000943",FURNITURE,7541.05
944,"Customer#000000944",BUILDING,9454.78
945,"Customer#000000945",BUILDING,9615.39
946,"Customer#000000946",FURNITURE,2990.73
947,"Customer#000000947",BUILDING,4092.24
948,"Customer#000000948",AUTOMOBILE,4346.9
949,"Customer#000000949",AUTOMOBILE,5340.67
950,"Customer#000000950",FURNITURE,9609.77
951,"Customer#000000951",FURNITURE,7499.47
952,"Customer#000000952",AUTOMOBILE,3710.14
953,"Customer#000000953",BUILDING,6292.06
954,"Customer#000000954",FURNITURE,5740.0
955,"Customer#000000955",AUTOMOBILE,138.31
956,"Customer#000000956",HOUSEHOLD,1587.14
957,"Customer#000000957",FURNITURE,9076.68
958,"Customer#000000958",FURNITURE,1791.65
959,"Customer#000000959",FURNITURE,3266.14
960,"Customer#000000960",HOUSEHOLD,1932.59
961,"Customer#000000961",MACHINERY,6963.68
962,"Customer#000000962",BUILDING,7557.0
963,"Customer#000000963",HOUSEHOLD,2557.49
964,"Customer#000000964",FURNITURE,4756.58
965,"Customer#000000965",MACHINERY,4768.8
966,"Customer#000000966",MACHINERY,1283.26
967,"Customer#000000967",BUILDING,5710.41
968,"Customer#000000968",BUILDING,8921.97
969,"Customer#000000969",BUILDING,8601.63
970,"Customer#000000970",MACHINERY,3623.6
971,"Customer#000000971",AUTOMOBILE,3914.88
972,"Customer#000000972",MACHINERY,4453.46
973,"Customer#000000973",FURNITURE,3229.18
974,"Customer#000000974",HOUSEHOLD,7826.1
975,"Customer#000000975",FURNITURE,4364.06
976,"Customer#000000976",BUILDING,7772.85
977,"Customer#000000977",FURNITURE,311.0
978,"Customer#000000978",BUILDING,-50.51
979,"Customer#000000979",MACHINERY,7055.13
980,"Customer#000000980",AUTOMOBILE,4586.33
981,"Customer#000000981",MACHINERY,3383.26
982,"Customer#000000982",FURNITURE,1437.55
983,"Customer#000000983",BUILDING,2902.95
984,"Customer#000000984",AUTOMOBILE,2811.97
985,"Customer#000000985",HOUSEHOLD,2701.21
986,"Customer#000000986",BUILDING,178.73
987,"Customer#000000987",AUTOMOBILE,9850.64
988,"Customer#000000988",FURNITURE,7746.97
989,"Customer#000000989",AUTOMOBILE,5453.74
990,"Customer#000000990",BUILDING,6988.49
991,"Customer#000000991",AUTOMOBILE,6533.53
992,"Customer#000000992",MACHINERY,5027.75
993,"Customer#000000993",FURNITURE,8421.87
994,"Customer#000000994",HOUSEHOLD,7461.27
995,"Customer#000000995",BUILDING,-341.79
996,"Customer#000000996",AUTOMOBILE,6450.78
997,"Customer#000000997",FURNITURE,367.03
998,"Customer#000000998",MACHINERY,6679.2
999,"Customer#000000999",BUILDING,403.89
1000,"Customer#000001000",BUILDING,-881.7
1001,"Customer#000001001",MACHINERY,7140.81
1002,"Customer#000001002",MACHINERY,3699.76
1003,"Customer#000001003",AUTOMOBILE,7894.0
1004,"Customer#000001004",MACHINERY,1512.46
1005,"Customer#000001005",AUTOMOBILE,7790.94
1006,"Customer#000001006",BUILDING,7447.99
1007,"Customer#000001007",MACHINERY,7347.9
1008,"Customer#000001008",HOUSEHOLD,8191.74
1009,"Customer#000001009",BUILDING,594.5
1010,"Customer#000001010",AUTOMOBILE,1652.78
1011,"Customer#000001011",BUILDING,1188.94
1012,"Customer#000001012",AUTOMOBILE,4422.45
1013,"Customer#000001013",BUILDING,-951.53
1014,"Customer#000001014",AUTOMOBILE,-392.84
1015,"Customer#000001015",HOUSEHOLD,6392.0
1016,"Customer#000001016",AUTOMOBILE,2357.54
1017,"Customer#000001017",MACHINERY,-913.7
1018,"Customer#000001018",FURNITURE,8341.71
1019,"Customer#000001019",FURNITURE,2114.53
1020,"Customer#000001020",MACHINERY,6914.87
1021,"Customer#000001021",MACHINERY,1286.76
1022,"Customer#000001022",AUTOMOBILE,9605.83
1023,"Customer#000001023",AUTOMOBILE,7188.35
1024,"Customer#000001024",FURNITURE,-425.09
1025,"Customer#000001025",AUTOMOBILE,3363.46
1026,"Customer#000001026",MACHINERY,9699.28
1027,"Customer#000001027",BUILDING,4946.21
1028,"Customer#000001028",AUTOMOBILE,1915.53
1029,"Customer#000001029",BUILDING,6252.18
1030,"Customer#000001030",HOUSEHOLD,6359.27
1031,"Customer#000001031",AUTOMOBILE,2226.8
1032,"Customer#000001032",FURNITURE,1853.64
1033,"Customer#000001033",BUILDING,81.06
1034,"Customer#000001034",HOUSEHOLD,7349.82
1035,"Customer#000001035",AUTOMOBILE,7499.36
1036,"Customer#000001036",BUILDING,1766.23
1037,"Customer#000001037",BUILDING,4936.25
1038,"Customer#000001038",AUTOMOBILE,-509.92
1039,"Customer#000001039",FURNITURE,7618.54
1040,"Customer#000001040",BUILDING,2860.71
1041,"Customer#000001041",MACHINERY,7993.98
1042,"Customer#000001042",FURNITURE,9849.87
1043,"Customer#000001043",HOUSEHOLD,5847.76
1044,"Customer#000001044",BUILDING,7291.3
1045,"Customer#000001045",HOUSEHOLD,2942.19
1046,"Customer#000001046",BUILDING,2311.0
1047,"Customer#000001047",BUILDING,8918.99
1048,"Customer#000001048",BUILDING,2583.91
1049,"Customer#000001049",MACHINERY,8747.99
1050,"Customer#000001050",FURNITURE,-517.65
1051,"Customer#000001051",HOUSEHOLD,9776.39
1052,"Customer#000001052",BUILDING,2837.96
1053,"Customer#000001053",MACHINERY,-473.85
1054,"Customer#000001054",HOUSEHOLD,8844.27
1055,"Customer#000001055",HOUSEHOLD,639.93
1056,"Customer#000001056",HOUSEHOLD,6287.12
1057,"Customer#000001057",AUTOMOBILE,-377.11
1058,"Customer#000001058",MACHINERY,6807.55
1059,"Customer#000001059",HOUSEHOLD,1547.5
1060,"Customer#000001060",HOUSEHOLD,2840.59
1061,"Customer#000001061",BUILDING,-258.77
1062,"Customer#000001062",HOUSEHOLD,4709.92
1063,"Customer#000001063",MACHINERY,1663.28
1064,"Customer#000001064",MACHINERY,1666.07
1065,"Customer#000001065",HOUSEHOLD,4663.41
1066,"Customer#000001066",MACHINERY,949.68
1067,"Customer#000001067",FURNITURE,9153.84
1068,"Customer#000001068",AUTOMOBILE,737.4
1069,"Customer#000001069",BUILDING,5465.29
1070,"Customer#000001070",FURNITURE,3160.23
1071,"Customer#000001071",MACHINERY,4033.56
1072,"Customer#000001072",HOUSEHOLD,7979.48
1073,"Customer#000001073",BUILDING,8217.23
1074,"Customer#000001074",BUILDING,122.67
1075,"Customer#000001075",BUILDING,2714.5
1076,"Customer#000001076",AUTOMOBILE,3509.35
1077,"Customer#000001077",AUTOMOBILE,8581.78
1078,"Customer#000001078",MACHINERY,70.93
1079,"Customer#000001079",AUTOMOBILE,2135.91
1080,"Customer#000001080",MACHINERY,3267.19
1081,"Customer#000001081",MACHINERY,8647.42
1082,"Customer#000001082",BUILDING,3247.92
1083,"Customer#000001083",FURNITURE,3847.29
1084,"Customer#000001084",FURNITURE,1416.75
1085,"Customer#000001085",BUILDING,5275.88
1086,"Customer#000001086",FURNITURE,9726.83
1087,"Customer#000001087",MACHINERY,5878.21
1088,"Customer#000001088",BUILDING,2098.62
1089,"Customer#000001089",BUILDING,3429.95
1090,"Customer#000001090",AUTOMOBILE,5212.43
1091,"Customer#000001091",BUILDING,-710.53
1092,"Customer#000001092",HOUSEHOLD,2004.15
1093,"Customer#000001093",HOUSEHOLD,-273.96
1094,"Customer#000001094",MACHINERY,2544.49
1095,"Customer#000001095",MACHINERY,6221.26
1096,"Customer#000001096",FURNITURE,3687.37
1097,"Customer#000001097",MACHINERY,8651.87
1098,"Customer#000001098",FURNITURE,1009.22
1099,"Customer#000001099",AUTOMOBILE,8990.07
1100,"Customer#000001100",BUILDING,9189.75
1101,"Customer#000001101",MACHINERY,-842.72
1102,"Customer#000001102",HOUSEHOLD,2369.01
1103,"Customer#000001103",AUTOMOBILE,4878.1
1104,"Customer#000001104",AUTOMOBILE,1230.47
1105,"Customer#000001105",FURNITURE,9491.46
1106,"Customer#000001106",HOUSEHOLD,9977.62
1107,"Customer#000001107",AUTOMOBILE,7961.62
1108,"Customer#000001108",BUILDING,4997.35
1109,"Customer#000001109",FURNITURE,3387.22
1110,"Customer#000001110",HOUSEHOLD,2041.65
1111,"Customer#000001111",MACHINERY,2892.21
1112,"Customer#000001112",MACHINERY,9314.59
1113,"Customer#000001113",HOUSEHOLD,7392.3
1114,"Customer#000001114",BUILDING,6446.83
1115,"Customer#000001115",BUILDING,-178.52
1116,"Customer#000001116",AUTOMOBILE,592.6
1117,"Customer#000001117",FURNITURE,2829.07
1118,"Customer#000001118",HOUSEHOLD,4130.18
1119,"Customer#000001119",AUTOMOBILE,3971.65
1120,"Customer#000001120",AUTOMOBILE,1543.64
1121,"Customer#000001121",MACHINERY,3942.11
1122,"Customer#000001122",BUILDING,45.21
1123,"Customer#000001123",MACHINERY,9786.36
1124,"Customer#000001124",BUILDING,5512.73
1125,"Customer#000001125",MACHINERY,8427.55
1126,"Customer#000001126",AUTOMOBILE,3905.97
1127,"Customer#000001127",AUTOMOBILE,8631.35
1128,"Customer#000001128",BUILDING,8123.99
1129,"Customer#000001129",HOUSEHOLD,6020.02
1130,"Customer#000001130",HOUSEHOLD,9519.36
1131,"Customer#000001131",MACHINERY,6019.1
1132,"Customer#000001132",AUTOMOBILE,4962.12
1133,"Customer#000001133",MACHINERY,5335.36
1134,"Customer#000001134",HOUSEHOLD,8458.26
1135,"Customer#000001135",FURNITURE,3061.78
1136,"Customer#000001136",FURNITURE,-723.49
1137,"Customer#000001137",AUTOMOBILE,4210.15
1138,"Customer#000001138",BUILDING,6035.44
1139,"Customer#000001139",BUILDING,4604.83
1140,"Customer#000001140",AUTOMOBILE,6319.21
1141,"Customer#000001141",MACHINERY,0.97
1142,"Customer#000001142",AUTOMOBILE,3273.08
1143,"Customer#000001143",AUTOMOBILE,8655.98
1144,"Customer#000001144",BUILDING,4189.04
1145,"Customer#000001145",HOUSEHOLD,3249.25
1146,"Customer#000001146",FURNITURE,4204.36
1147,"Customer#000001147",HOUSEHOLD,7734.64
1148,"Customer#000001148",AUTOMOBILE,7129.84
1149,"Customer#000001149",MACHINERY,6287.79
1150,"Customer#000001150",MACHINERY,-117.31
1151,"Customer#000001151",BUILDING,6354.89
1152,"Customer#000001152",HOUSEHOLD,5680.15
1153,"Customer#000001153",HOUSEHOLD,6244.03
1154,"Customer#000001154",BUILDING,1498.46
1155,"Customer#000001155",MACHINERY,3510.25
1156,"Customer#000001156",HOUSEHOLD,1799.67
1157,"Customer#000001157",HOUSEHOLD,6013.09
1158,"Customer#000001158",MACHINERY,3081.79
1159,"Customer#000001159",HOUSEHOLD,5553.75
1160,"Customer#000001160",AUTOMOBILE,4976.24
1161,"Customer#000001161",MACHINERY,591.31
1162,"Customer#000001162",AUTOMOBILE,3139.71
